Gene,ISPP_AD,ISPP_AR,ISPP_XL,ISPP_PAE,HI,REC,CONS,RVIS,NET,GDI
LMO7,0.018675298444150938,0.036261778254427765,*,0.022672195442070574,0.07767,0.119,-0.304330459,0.4701815875,0.639311070278981,4280.99271
CYP2W1,0.027515215575814867,0.0855285361968982,*,0.019348553885879236,0.04973,0.15458,-0.867289099,0.5346428299,0.126590985947621,1243.09175
ZXDA,0.0,0.0,0.006284451360691107,0.0,0.19584,0.09783,1.882569004,0.000001,0.074744288758318,1547.40901
C2CD2L,0.0,0.012731609602415811,*,0.0062567776342266155,0.49382,0.12603,1.894129522,-0.3103880539,0.372862311622243,1150.72396
CIB4,0.012495338181193532,0.0,*,0.018840749186393734,0.000001,0.000001,0.000001,0.1287140423,0.100471435442084,33.28019
PVALB,0.010338213554019924,0.06993877716228519,*,0.0644034163524162,0.40074,0.36296,0.000001,0.2591737101,0.163813944876334,115.60983
SND1,0.0267593705512216,0.03061955198491236,*,0.018628530682387897,0.73895,0.12655,2.684546224,-1.0636267655,0.977321967664007,188.34653
ATF6B,0.0,0.023536237338014413,*,0.03878203456769287,0.000001,0.000001,1.558239168,0.134171522,0.824138295266208,91.39595
MTURN,0.0,0.006356403856216221,*,0.0,0.000001,0.000001,0.000001,0.0130256087,*,5.36859
CIB2,0.0,0.594997967253596,*,0.6489608754845977,0.40943,0.13588,0.007827774,-0.2938016524,0.576957576899911,57.97419
CIB3,0.0,0.0,*,0.0,0.1603,0.10939,0.106105671,-0.1615247089,0.373118255695962,25.81487
MTUS1,0.05342705895821431,0.11316501053385342,*,0.08661645528791095,0.000001,0.000001,-4.251266009,2.0965510862,0.873144325383954,1447.42658
CIB1,0.025168909614228435,0.021473483075051786,*,0.07054698741586958,0.1621,0.27055,0.45827166,-0.2956224973,0.540751847128872,38.05583
MTUS2,0.019289452239182093,0.0,*,0.015290898581735973,0.000001,0.000001,0.049937448,0.527183578,0.53917561279198,1047.45515
KLLN,0.6390245146062261,0.0,*,0.0,0.000001,0.000001,0.000001,1.012423333,0.114371359811310,121.24747
STMN3,0.0,0.0400748258952016,*,0.03281642954292463,0.18084,0.11138,1.920454899,-0.0531135452,0.527399442958402,12.2442
STMN2,0.021997110955827053,0.015730038057540432,*,0.0,0.96113,0.24974,0.000001,-0.0090208044,0.865690336052682,1.6082
STMN4,0.0,0.03394214974924979,*,0.0,0.18961,0.11262,1.429497917,0.0368911799,0.754556418253273,29.894
LRTOMT,0.0,0.6726153055272888,*,0.6085763543542901,0.10458,0.08912,0.000001,0.3307675085,0.230912229909725,85.65099
YTHDF2,0.006300532904832606,0.006248562753004975,*,0.006278153710278263,0.54838,0.15588,2.599068771,-0.0053819721,0.979516724741024,48.02869
YTHDF1,0.006442905047596722,0.0063790268774468134,*,0.0,0.19683,0.1111,2.398627698,-0.0899272547,0.91521165807574,226.04974
XRRA1,0.0062869376667412415,0.01617465710763605,*,0.0,0.07204,0.07708,0.271863185,1.7178016219,0.0195091290675102,931.69494
YTHDF3,0.012739184406912447,0.058262941983006564,*,0.029916579877466803,0.000001,0.000001,2.455744482,0.000001,0.352331756364618,64.0439
ANKRD13A,0.0,0.025162796528728847,*,0.012714148889954086,0.44603,0.09264,0.79310116,-0.6006302561,0.928241627785306,499.55841
ANKRD13D,0.008398863546299758,0.029604199756727914,*,0.021072274263426775,0.12259,0.1041,1.445160131,-0.9772525253,0.340006504382664,40.07568
ANKRD13C,0.007964149436056802,0.00631371644965118,*,0.012520621795946669,0.000001,0.000001,2.134500769,-0.4040327464,0.656630240645297,19.53373
ANKRD13B,0.0,0.0,*,0.01909362877399497,0.61211,0.11059,2.776419917,-0.7585992616,0.887072489084687,35.96275
VAMP8,0.02527540486926143,0.0,*,0.012634416034799803,0.28502,0.23984,0.000001,0.1471231123,0.944607656633321,4.31193
VAMP7,0.0,0.02752621371865201,0.0,0.012509507019416588,0.22096,0.09341,0.000001,0.1489415675,0.353494026560033,39.95849
C2CD4C,0.006281970277566308,0.0,*,0.012626238914564951,0.23271,0.10673,0.000001,0.000001,0.114371359811310,102.44599
VAMP5,0.012358415559773716,0.03564169945470165,*,0.006387297668176815,0.01055,0.02598,0.000001,-0.141298762,0.281202904006623,15.29271
C2CD4B,0.006315926632395778,0.018824998391846422,*,0.018303821247969296,0.11645,0.10125,0.000001,0.000001,0.114371359811310,1735.99911
VAMP4,0.03088262201289557,0.018826611551834,*,0.00945377280314537,0.76739,0.12378,0.000001,-0.0310671881,0.970012941035347,17.50125
NEURL4,0.019242908643758237,0.044910520579318006,*,0.07078218795478522,0.000001,0.000001,3.403946836,-0.1819774422,0.586752296556272,3553.47984
C2CD4A,0.00948116628905028,0.06372814238696294,*,0.01703942495524708,0.10343,0.10324,0.789729515,0.000001,0.230912229909725,189.88579
VAMP3,0.009364859808837082,0.040548660926720326,*,0.0338485347348868,0.08819,0.16909,0.000001,-0.0751598784,0.780049075115073,4.41338
VAMP2,0.0,0.021045468076270203,*,0.012860545454329525,0.42512,0.11262,0.000001,-0.0531135452,0.988335963082744,*
PDCD6IP,0.0,0.03450120983592779,*,0.08415212442530652,0.26577,0.12495,-0.079867955,-0.3067505771,0.921088685687946,8447.59531
STMN1,0.017452935737177877,0.055268709540170456,*,0.06779168922840241,0.64591,0.38907,0.000001,0.2794028648,0.857316091851636,71.89047
NEURL2,0.0,0.012454751929707252,*,0.009404706910812988,0.18861,0.10842,2.661080212,0.2150807215,0.871754477254225,241.20889
VAMP1,0.6181809757411083,0.012483302160829718,*,0.025014362427408163,0.17397,0.13715,0.000001,0.2353094074,0.815448957783424,4.55424
NEURL3,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,0.153942724174964,*
NEURL1,0.006399824413210658,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,1151.79628
ARFGAP1,0.006341494524118674,0.03734283190499621,*,0.07529729549050858,0.000001,0.000001,-0.514270209,0.000001,0.637025253727625,85.57401
ARFGAP2,0.006311340239899103,0.030633808793441488,*,0.025768851011990945,0.000001,0.000001,1.067853921,0.5310042277,0.485929845564735,3477.91758
ARFGAP3,0.0,0.006517128884607203,*,0.015807083598806844,0.12759,0.10665,-0.236166059,1.0674168145,0.104559643250072,581.99135
PPIL1,0.024859762957551886,0.03142818552604696,*,0.012664776143392903,0.000001,0.000001,1.714604124,0.1030302309,0.75440711613897,83.62383
PPIL2,0.02561008972549251,0.03351869229361747,*,0.0,0.24149,0.11289,1.003144195,-0.5969923872,0.999988324261136,85.07728
TTC9,0.0,0.03087546428940051,*,0.028471080600066388,0.08179,0.10195,0.000001,0.000001,0.158549136212340,649.34132
ORAOV1,0.023877034681807102,0.04119296645526303,*,0.0,0.15947,0.12706,0.000001,0.0809838472,0.323281555783477,124.59578
TTC8,0.027052755838876067,0.6208467934846394,*,0.015388495040499122,0.21189,0.20095,0.944718713,0.3307675085,0.272408245373424,111.91763
TTC5,0.024970706361951308,0.025364445122807323,*,0.019230190735488976,0.206,0.14631,0.743041532,0.1746252366,0.0323578370005145,274.36635
TTC3,0.009460818199460383,0.06383555878090298,*,0.0,0.33574,0.08857,0.173267772,-0.9721785254,0.176694924791176,2405.24665
TTC4,0.0,0.02466966338305538,*,0.0,0.000001,0.000001,0.249227743,0.4409995479,0.799077190044797,198.85344
LKAAEAR1,0.00636372511080581,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,*
TTC1,0.0,0.0423461226655067,*,0.006279780614291457,0.18332,0.13684,-0.146425759,0.1287140423,0.731196952393116,73.13738
SNF8,0.012544380301162398,0.012670146947412399,0.019128267386653644,0.0,0.22987,0.11233,1.078765966,-0.3397150076,0.971589353132208,8.64004
PRKRA,0.0,0.6614409218018116,*,0.012863610842093568,0.40361,0.17821,1.452707444,0.3253135767,0.242573675999579,2234.66098
PPIL4,0.0,0.0,*,0.006385835611026449,0.28458,0.1178,0.835937711,-0.1597046563,0.990802107185453,84.52811
PPIL3,0.0,0.02007940762006777,*,0.029447530592761888,0.10261,0.0933,0.000001,0.2812202784,0.473117730567982,1031.16024
PPIL6,0.0,0.01309077466812286,*,0.0,0.14477,0.10138,-0.0699645,-0.2497093186,0.415317164114676,263.88766
MUC1,0.018923782614149297,0.14314567084805488,*,0.04203378939749578,0.02475,0.07165,0.365469089,0.000001,0.544841264716696,124.93626
RILP,0.01246844783996151,0.04145516315191036,*,0.02248798994181317,0.09211,0.08973,0.753753781,0.000001,0.522557414768822,1278.83336
MUC2,0.031699857306193305,0.11590437594331895,*,0.09401130005770988,0.000001,0.000001,1.796669144,0.000001,0.674356932533974,13226.52773
MUC7,0.0,0.061606854051825796,*,0.040502078625631856,0.05901,0.13341,1.078918059,2.4621840287,0.164328075848788,2234.27781
R3HDML,0.020728230742507642,0.012551874911150207,*,0.006396712246788441,0.37482,0.10077,0.057862611,0.707379532,0.0803228986223337,569.91074
MUC6,0.019028648847958973,0.07177029549846062,*,0.058965146206623624,0.16113,0.17704,1.3903531,1.2622572803,0.125922365972982,5602.29835
MUC4,0.018719553848158883,0.07109366943168263,*,0.1051875232436772,0.000001,0.000001,-0.280286351,6.3203872767,0.113763225511021,14250.21522
R3HDM1,0.0283766800633758,0.00630889501304501,*,0.0,0.50034,0.07527,1.555935637,-0.0862886645,0.414734436746458,4224.86385
R3HDM2,0.018903055233825492,0.0,*,0.016905178121918156,0.38749,0.1076,1.484249641,-0.6006302561,0.772968541192316,457.89203
R3HDM4,0.0,0.09928584981128734,*,0.0,0.14605,0.10939,-0.293331997,0.2628100446,0.114371359811310,922.19623
NDUFAF4,0.0,0.7434119485591131,*,0.00945204027784428,0.2236,0.09422,0.000001,0.014844891,0.381730755332754,14.54287
NDUFAF5,0.0,0.7117813672367732,*,0.0225884044259207,0.08553,0.10455,0.000001,-0.8008724687,*,54.68626
NDUFAF6,0.0,0.6337918572095146,*,0.0,0.10816,0.09832,0.000001,-0.1615247089,*,43.71035
NDUFAF7,0.009400570184726433,0.046909697700803055,*,0.0,0.22953,0.0919,0.000001,-0.3562998788,*,750.13869
CYP2S1,0.0,0.03781905222772754,*,0.04372430605509446,0.000001,0.000001,-0.37198486,0.0459874797,0.208256825179729,205.7081
DHRSX,0.0,0.006393962399075223,0.025465478832121597,0.028140614454898055,0.000001,0.000001,0.117723569,0.4648645411,0.595446618854641,2632.59577
ACSF3,0.012663890382606508,0.783489961402499,*,0.6394440025790498,0.000001,0.000001,-0.026822634,-0.8817930753,0.300365138593588,252.58527
NDUFAF1,0.0,0.5652474905203595,*,0.0,0.000001,0.000001,-1.504608099,0.5750976438,0.626128355721197,1855.29644
ACSF2,0.0,0.07614655014412187,*,0.03851027616617044,0.15736,0.20089,1.585469503,-0.178111357,0.0833319350493497,257.08922
NDUFAF2,0.0,0.6189341242228712,*,0.0,0.01203,0.05242,0.000001,0.0809838472,0.307483654878265,12.55307
NDUFAF3,0.012548396111307432,0.6535824476272659,*,0.04451979931516319,0.16011,0.12634,1.255032406,-0.2515300117,0.86015869959571,254.16433
RAET1E,0.0,0.02797523100342752,*,0.016741296102587157,0.03332,0.12047,0.494564441,2.1497589929,0.00775276007163035,1343.90882
DKC1,0.025449069272403747,0.0,0.8154497251730471,0.658784446513655,0.96016,0.24988,2.620791234,0.1048489857,0.701562424749735,70.37291
PLRG1,0.03795864093983253,0.03478016723133323,*,0.08812606278271484,0.55468,0.15289,0.907932733,-0.291981272,0.49708555796868,28.74018
RAET1G,0.0,0.0,*,0.006346586138214706,0.07649,0.05401,-0.124896801,1.9071566873,0.0454733699982813,66.79305
IAPP,0.018825271588713895,0.029877920755929963,*,0.019380198928325224,0.2478,0.25622,0.000001,-0.141298762,0.114371359811310,12.46247
RAET1L,0.0,0.0,*,0.0,0.09005,0.07059,0.55052068,2.8390264218,0.0542673894232106,1696.76749
SPECC1L,0.6453468044279635,0.016137973141508798,*,0.007800560165001878,0.000001,0.000001,2.366236541,-0.282886048,0.114371359811310,294.43697
IL18RAP,0.03102269102448712,0.07876156075236176,*,0.029367598162800157,0.08779,0.1777,0.469795883,0.020302773,0.0356701265724869,24.74148
DHRS9,0.0,0.04527899131120244,*,0.01926407572729841,0.16471,0.13847,-0.132847025,0.6632852741,0.100926898334276,257.34805
IFI16,0.01888149098010986,0.08373268461510418,*,0.0,0.12757,0.1048,-0.302685978,1.4017922962,0.504379016810177,802.10147
DHRS7,0.010429303150824097,0.006431620624110029,*,0.025306728820125277,0.12314,0.09317,0.046540459,0.240763792,0.741385323725516,*
DHRS1,0.014871972307103725,0.01923306739148009,0.033252858782958444,0.043318151608444475,0.26842,0.09683,-0.022558427,-0.492218069,0.99910456050749,729.91529
DHRS2,0.045656722963685434,0.015505933149613968,*,0.0419576857279031,0.000001,0.000001,-1.348260426,0.7128367115,0.999929587697032,144.88041
DHRS3,0.006286501793872425,0.0779630871817363,*,0.0,0.23544,0.16906,2.032382862,-0.3378940345,0.945477499888518,209.35526
FOLH1,0.057186132487689924,0.11414351522686392,*,0.18027351055272336,0.15752,0.43198,1.719625987,1.3320023182,0.604115533443144,2268.34509
DHRS4,0.012617000655352918,0.07388058220328417,*,0.009522880903099547,0.000001,0.000001,0.922555177,0.4850927243,0.749977592519595,978.06562
RIF1,0.037658912877484546,0.07337888782049248,*,0.03782676059601332,0.63638,0.09482,0.451136038,-1.8121528749,0.929229701377537,452.97512
HAUS7,0.025060352451288775,0.006356053923620631,0.11234920059865892,0.025363019852386186,0.000001,0.000001,1.051744413,-0.047654689,0.577584512417017,61.22675
HAUS8,0.012731663350613483,0.006239520404439693,*,0.0,0.000001,0.000001,0.056779281,-0.2001574165,0.189150766758418,1991.75853
HAUS4,0.0,0.03160737490233381,*,0.0,0.000001,0.000001,0.695698854,-0.315847836,0.0106683938323203,87.11944
CYP2U1,0.012681756179248093,0.6904549193420032,*,0.039137261563632196,0.19989,0.16777,0.078573152,-0.0917467567,0.177496982990829,53.71136
HAUS3,0.025530850767164086,0.0,*,0.009509078596966392,0.09518,0.09228,-0.37309715,-0.0237892438,0.245063870574076,610.32432
HAUS6,0.0,0.012739204515228036,*,0.012533903292342498,0.37338,0.07679,-1.456827806,1.0324450718,0.286523778501223,1600.47359
HAUS5,0.0,0.0,*,0.0,0.000001,0.000001,0.138760711,0.135991087,0.345303694206684,792.04822
HAUS2,0.0,0.012776381872053868,*,0.0,0.13793,0.11088,0.000001,0.7037467843,0.73376073650973,106.97024
HAUS1,0.0,0.012606699592426334,*,0.04950524349919316,0.75978,0.11423,0.705984549,0.5494158133,0.542424747708254,139.20452
C2CD4D,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,0.114371359811310,139.06253
GRAMD3,0.012702978169949822,0.0,*,0.0,0.11843,0.09781,0.220276327,-0.047654689,0.0886154079589506,152.70618
GRAMD4,0.0,0.015693469512420347,*,0.012515404417228823,0.11928,0.11475,1.806558703,-1.0654447893,0.584331826901596,21.90891
FAM13A,0.006298255978271218,0.08896690360611935,*,0.0,0.1103,0.11643,1.156239133,-0.3692552083,0.301648135668295,433.44617
FAM13B,0.0,0.02507471648376205,*,0.02642084605940921,0.36494,0.12763,0.185202371,-0.9956649357,0.801527569426717,288.15523
GRAMD2,0.0,0.030878819235987256,*,0.006290376210226217,0.000001,0.000001,0.257200436,0.3509954662,9.59522433925698e-06,103.31631
FAM13C,0.0,0.008434290951666479,*,0.02660566713485046,0.60399,0.07743,0.382826181,0.7551106375,0.558699676223839,188.80308
IARS,0.02280978294903069,0.13173915914701734,*,0.08025178649001442,0.71817,0.19154,-0.366438825,-1.0748025753,0.99740820604089,1316.65812
KLK6,0.007619856606590227,0.07550404248047474,*,0.028914575031365096,0.19832,0.2565,0.001028877,0.0387103395,0.119784890192018,299.69553
KLK7,0.028809358296924697,0.04959953011353981,*,0.016547247035191774,0.12861,0.15247,-0.31425258,-0.5142644846,0.849365659611615,72.70252
KLK8,0.018801829807301745,0.04305831923406208,*,0.033445823189901344,0.05654,0.23924,1.260061875,-0.227663163,0.392495033113269,279.76148
KLK9,0.0,0.0,*,0.009262340858448166,0.000001,0.000001,1.241149691,-0.1174323893,0.169033262864810,31.36317
TNFSF4,0.006311188163080809,0.00853323655803248,*,0.06433065022048903,0.25826,0.30837,0.000001,-0.2294837713,0.0681391550774723,13.59469
KLK2,0.025751107731491193,0.0,*,0.018849207452480775,0.000001,0.000001,-0.696914223,0.5512329437,0.0320425443634546,250.88481
KLK3,0.0,0.06717235293709682,*,0.012878366547504596,0.000001,0.000001,-0.639085708,0.000001,0.52787011076683,169.21248
OR2B11,0.0,0.0,*,0.0,0.000001,0.000001,0.507174752,2.3095971168,0.199321977755687,10997.07756
OR2AP1,0.0,0.0,*,0.0,0.06072,0.07752,0.000001,0.000001,0.0776420927621378,792.91605
KLK4,0.0,0.617385087061651,*,0.0,0.000001,0.000001,1.50231079,0.4832751312,0.04153662551527,367.6481
KLK5,0.022190050409930467,0.040911401446127184,*,0.028561963048239655,0.16534,0.26726,0.167158852,-0.1597046563,0.349840324494814,24.65564
KLK1,0.009531013969618939,0.059699310165924266,*,0.047188399031983144,0.03547,0.41982,0.701480496,0.6835152897,0.350741149986301,1133.56294
TNFSF9,0.0,0.04619565927571599,0.0,0.05522180735057684,0.1094,0.16909,2.029082425,0.8158006707,0.824138295266208,112.66465
TNFSF8,0.012616653637155813,0.0,0.012520869321216729,0.01578158889527965,0.1365,0.15628,0.413296877,-0.0512938299,0.673923849648308,13.21673
CYP3A4,0.6181896984409896,0.07651369096383541,*,0.8675363359538504,0.06948,0.58179,-1.006583591,-0.4885778835,0.00151296584435661,83.02614
CYP3A5,0.6492244026023771,0.019005642374543937,*,0.6240768186602021,0.000001,0.000001,0.111583816,-0.179930907,0.330017966615136,283.75653
CHIA,0.018664062779636333,0.10440567199226265,*,0.1101411063042213,0.07747,0.21748,-1.47175582,2.0945224659,0.540532907899292,6584.17877
CYP3A7,0.05271583236077557,0.02238519865488038,*,0.052312062505442174,0.1802,0.20186,-0.158263019,-0.3140274219,0.700077812631578,37.42706
PRKG2,0.042228782561989836,0.02727603495029855,*,0.02309023439344766,0.27705,0.22346,1.238924973,-0.8449669785,0.833654323566082,29.92466
IARS2,0.07981284219756705,0.7189933231535273,*,0.7618672558836732,0.49745,0.1259,1.447469192,-0.9295205137,0.999444809874334,591.48905
PRKG1,0.8215246120642594,0.06986757236367441,*,0.7618008422978975,0.98705,0.70722,1.651834978,-0.799052816,0.985326506682038,316.60592
TMEM151B,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,0.302419818412416,55.52583
UXS1,0.020637510680083612,0.01038639108517966,*,0.0,0.1981,0.14695,1.750463022,-0.5601786932,0.879379213190136,14.23314
GDPGP1,0.0,0.0253869762997059,*,0.0,0.000001,0.000001,0.000001,0.8432996978,*,1766.17882
TMEM151A,0.0,0.0,*,0.0,0.000001,0.000001,2.534361119,0.000001,0.612116651177048,40.04529
RSPH1,0.0,0.7133677446136025,*,0.6214423985280955,0.05122,0.09511,-0.923779533,0.4887301123,0.112180423490553,377.25887
MTG1,0.015630032362685807,0.04046467045675076,*,0.018810237794651234,0.000001,0.000001,-0.656236299,-0.5785836229,0.639203338665037,8.97144
MTG2,0.0,0.01063513491230165,*,0.025613117330853336,0.06936,0.08669,0.000001,0.5364633607,*,314.23159
RSPH3,0.0,0.0316472878090739,*,0.028105983040286928,0.06647,0.07243,0.000696011,1.1592540032,0.0510129925928187,5925.68431
COL12A1,0.0654233598699099,0.039585997791544876,*,0.07814970817391735,0.92484,0.14383,1.118129245,-1.6250408111,0.601511052133079,1491.01427
SAP30L,0.0,0.008325720099935053,*,0.0,0.31318,0.11262,1.124363712,-0.0090208044,0.731196952393116,17.45657
TMEM150C,0.0063452144654814096,0.0188333829339267,*,0.0,0.000001,0.000001,-0.02031498,0.0828027428,0.114371359811310,66.78314
VANGL1,0.6652643123522111,0.027266226596099338,*,0.022442766063455074,0.1456,0.12678,0.279169429,-0.242430445,0.607931155483907,1019.35056
VANGL2,0.6824187610788627,0.04438645967559112,*,0.02764321102633706,0.70577,0.34853,2.20375188,-1.0231683683,0.274670567272246,70.79043
NPIPA5,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,569.25309
NPIPA7,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,8.77283
IFI44,0.0063678334676172035,0.04793061239923544,*,0.0,0.04109,0.07673,-2.121895643,-0.8431475378,0.143569901268158,247.60339
NPIPA1,0.0,0.018915084100479745,*,0.0,0.000001,0.000001,0.000001,0.000001,*,21.22367
TMEM150B,0.0,0.0,*,0.0,0.000001,0.000001,0.63144064,-0.0935664077,0.230678391054703,27.38398
NPIPA3,0.006374975678581245,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,*
RSPH9,0.0,0.6163433823027169,*,0.6091985423470625,0.000001,0.000001,0.381920116,-0.1376585754,0.114614077355089,1276.17135
NPIPA2,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,2.85956
TMEM150A,0.03166004151042849,0.02457959786000211,*,0.012887586118175748,0.42309,0.10747,1.377165869,-0.4279001894,0.35400972165719,17.14409
MTF1,0.012599375153253345,0.052172164659626624,*,0.015769970985016143,0.88579,0.09665,2.105983857,7.61E-05,0.57816119691804,88.53093
MTF2,0.0,0.03448145195179313,*,0.012482366655825323,0.93479,0.10208,1.274577162,-0.5583574367,0.781199836008485,44.59794
EEFSEC,0.012925237943308595,0.04414779475833469,*,0.05581750696910013,0.26555,0.26974,1.578878999,-0.3765268066,0.709664998768267,263.47872
CHGB,0.024949175495702403,0.07194004566367417,*,0.06308999340384142,0.20044,0.2863,-0.18846679,1.9364920534,0.871067696689599,1056.95038
COASY,0.019222601906550726,0.7440195285841898,*,0.06953439035615855,0.02146,0.10351,0.794078709,-0.7090454031,0.952134939637656,104.38113
CHKA,0.006365770845418912,0.03388795283027135,*,0.05562158841664901,0.21037,0.26106,0.788012237,-0.4260790316,0.918636748488445,36.30666
CHKB,0.010477382764524952,0.6899465826867301,*,0.6810501657808853,0.11329,0.12116,0.7360383,-0.3140274219,0.291760559941913,31.52304
IFI30,0.0,0.0,*,0.006294724017833366,0.000001,0.000001,-1.246253824,-0.0935664077,0.190088109180762,897.47181
NPIPB3,0.0,0.05651389687903336,*,0.01943351464644426,0.000001,0.000001,0.000001,0.000001,*,1.79035
BDKRB1,0.006313138522148532,0.0998932870125701,*,0.06451560937029058,0.09114,0.18561,-0.532572841,-0.0440158786,0.798264537499157,145.62454
BDKRB2,0.02521095289032454,0.09080804652247236,*,0.02586438285641436,0.12832,0.33012,0.429485542,0.3987253137,0.74462608879155,232.12245
IFI35,0.025022079594221345,0.03900720983629731,*,0.04102610629841422,0.05827,0.09824,-0.998627698,0.3087212333,0.906900228306295,303.98626
NPIPB6,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,364.15712
NPIPB5,0.0,0.0,*,0.014987358523642823,0.000001,0.000001,0.000001,0.000001,*,58.57075
C2orf27A,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,*
C2orf27B,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,2.38802
NPIPA8,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,6.61005
BCOR,0.09953013875928322,0.03812839262730019,0.8055893320877627,0.03602664575062823,0.36796,0.1257,1.106517569,-3.0284892225,0.956480317028714,113.75272
ASPSCR1,0.029652281627468708,0.08390494841747592,*,0.09636335693145152,0.000001,0.000001,1.340341174,-0.6851803759,0.952407733170147,2902.61447
KLF5,0.028252120840929238,0.08384243693175976,*,0.031634469787258986,0.76762,0.22337,1.005539674,-0.0494742139,0.968853206461804,93.82432
KLF6,0.06808365198906784,0.01251072120358372,*,0.027494571132812867,0.79945,0.32101,2.07948772,-0.0733400307,0.890609635678118,79.62791
KLF7,0.0,0.0,*,0.022681771404193692,0.73061,0.12095,1.828321264,-0.4279001894,0.904009006441289,17.99179
KLF8,0.022055346749878687,0.0,0.06637914462948225,0.032181209533870395,0.12318,0.06771,0.844540002,0.1709879119,0.53917561279198,51.54272
HPCAL1,0.03772987745742926,0.034346035516470516,*,0.02197824759828925,0.2282,0.13477,2.116795658,-0.0733400307,0.970548065694166,9.80626
KLF9,0.0,0.010545355347788868,0.057971645668936256,0.019128128769960707,0.99417,0.17365,2.589216544,0.3473603122,0.95484921665292,40.41538
HPCAL4,0.044740243795400626,0.0,*,0.00628159428452644,0.17416,0.12921,1.423761904,-0.2074375289,0.635613253256532,5.19266
CEP85L,0.0,0.025860159407605506,*,0.012687939809072716,0.27844,0.09342,0.368571873,0.8469402065,0.114371359811310,750.8512
AGER,0.03134375340302898,0.006300115529784338,*,0.0157093350389324,0.41188,0.08293,1.047131129,0.5971444475,0.019191014377705,710.51169
NPIPB9,0.0,0.0,*,0.0,0.000001,0.000001,0.000001,0.000001,*,12.50658
IFI27,0.006297176689794576,0.0,*,0.009459580760903556,0.0392,0.0647,0.000001,0.3694071088,0.145753361899769,515.79903
PCNXL2,0.024686961743140685,0.04246472594478627,*,0.02282039050697072,0.000001,0.000001,0.063511378,0.3893038123,0.188763655484506,2756.95462
PCNXL4,0.0,0.059716532385599035,*,0.021018778664862885,0.06273,0.08601,0.000001,0.000001,*,7084.94599
PCNXL3,0.049831875755179875,0.0708535920713875,*,0.10998917006606744,0.64163,0.10751,3.762896006,-1.4168660097,0.392591952941045,2963.24285
RIT1,0.6599809175933153,0.04037618492723492,*,0.6793787659690014,0.12175,0.21177,0.000001,-0.1853912816,0.44191621226643,1.96708
RIT2,0.03524955141023322,0.028481924883443033,*,0.11327171266646965,0.93403,0.28682,0.000001,0.1912161639,0.0281860814768147,32.62699
KLF2,0.01706858192750215,0.030740508356831252,*,0.0,0.000001,0.000001,0.000001,0.000001,0.704171577067951,16.89756
KLF1,0.03575708138930306,0.024888329988830116,*,0.6831531032279825,0.79306,0.13388,1.952006775,0.000001,0.92853998270123,2015.45625
KLF4,0.18867821608390745,0.0,*,0.031995083898684114,0.84018,0.40812,2.775493527,-0.4481253452,0.9560880275993,53.32293
BCO2,0.012901779980973867,0.04134452939491702,*,0.012778195134387615,0.04988,0.10872,-0.675979536,1.6902705444,0.329844466205554,109.59768
KLF3,0.0,0.0,*,0.011036169062826432,0.23149,0.11262,0.625650426,-0.7365523141,0.988335963082744,21.33351
VBP1,0.0,0.0,0.109591310263911,0.015850437930617054,0.94477,0.12863,0.000001,-0.0090208044,0.781199836008485,3.78737
SOBP,0.07871452236479912,0.6490035785602771,*,0.006425146017825858,0.15607,0.10424,3.477668124,0.1287140423,0.577830810909209,219.08822
RFXANK,0.047401440089901395,0.6682947351504804,*,0.6581722340540781,0.18401,0.23194,0.434637239,0.3069026678,0.907885500171291,428.12874
ATG2B,0.03544422039934029,0.05121604306900793,*,0.051386082510517586,0.000001,0.000001,1.860531983,0.4867432221,0.82618709570965,1250.48072
TRIAP1,0.006247381641952315,0.012754554113810681,*,0.02515407136269242,0.000001,0.000001,0.000001,0.0130256087,0.340912402459394,6.87534
AGPAT6,0.01003475492284319,0.0,*,0.012420701710171792,0.17788,0.1334,2.201805078,-0.4058538669,0.977311678942069,15.97266
AGPAT5,0.012674072756869409,0.011356829457217735,*,0.006305045993247075,0.55788,0.12279,0.242499317,-0.5124440339,0.779247571656316,130.88869
RINL,0.006394567160259403,0.029533139873684097,*,0.0,0.000001,0.000001,1.217163795,0.3509954662,0.388261189001751,3406.55874
NSMCE1,0.006342151840826277,0.05425585533811523,*,0.038214631251386535,0.07999,0.10413,1.067399713,-0.0053819721,0.350238912823909,2158.61986
AGPAT9,0.0,0.052830534789161346,*,0.028336112072732966,0.13125,0.11511,0.080833474,-0.0899272547,0.211849149572570,184.99779
